140,PDF_Year
120,2017
100,2017
80,2017
60,2017
40,2017
20,2017
0,2017
120,2018
100,2018
80,2018
60,2018
40,2018
20,2018
0,2018
120,2019
100,2019
80,2019
60,2019
40,2019
20,2019
0,2019
120,2020
100,2020
80,2020
60,2020
40,2020
20,2020
0,2020
120,2021
100,2021
80,2021
60,2021
40,2021
20,2021
